,Date,Country,Area,Location,Activity,Age,Time,Species,Month,Fatal,Sex
5393,04-Jan-1911,AUSTRALIA,Western Australia,Off Legendre Island,non representative,22,Unkown,White shark,January,N,M
5394,1911,USA,Texas,"Texas City, Galveston",swimming,27.34582218257508,Unkown,White shark,Unkown,N,M
5395,Ca. 1911,NEW ZEALAND,North Island,"Manukau Harbor, 6 miles south of Auckland",non representative,50,Unkown,White shark,Unkown,F,M
5396,Reported 25-Dec-1910,CROATIA, Primorje-Gorski Kotar County,Rijeka,non representative,27.34582218257508,Unkown,Questionable,December,N,M
5397,Reported 23-Dec-1910,AUSTRALIA,Western Australia,Fremantle,non representative,27.34582218257508,Unkown,White shark,December,F,M
5398,28-Nov-1910,NORTH ATLANTIC OCEAN,Georges Bank,Unkown,non representative,27.34582218257508,Unkown,Angel shark,November,N,M
5399,24-Nov-1910,AUSTRALIA,Queensland,Mackay,non representative,27.34582218257508,Unkown,Said to involve  9' blue shark,November,N,M
5400,Reported 25-Jun-1910,MEXICO,Unkown,LaBarra,swimming,27.34582218257508,Unkown,White shark,June,N,M
5401,Reported 08-Jun-1910,MOZAMBIQUE,Zambesi River,Portuguese territory,non representative,27.34582218257508,Unkown,White shark,June,F,M
5402,Reported 16-May-1910,USA,Alabama,"Off Fort Gaines, Dauphin Island, Mobile County",non representative,27.34582218257508,Unkown,Shark involvement prior to death unconfirmed,May,N,M
5403,31-Mar-1910,PANAMA,Colón Province,Cristobal,non representative,27.34582218257508,Unkown,White shark,March,F,M
5404,08-Mar-1910,NEW ZEALAND,North Island,"Waikanae Beach, Gisborne",swimming,27.34582218257508,evening,6' shark,March,N,M
5405,Mar-1910,USA,Hawaii,"Pearl Harbor, O'ahu",non representative,27.34582218257508,Unkown,Invalid,March,N,M
5406,  16-Feb-1910,AUSTRALIA,Western Australia,Bunbury,non representative,27.34582218257508,night,5.5' to 6' shark,February,N,M
5407,26-Jan-1910,AUSTRALIA,New South Wales,Newcastle Harbor,non representative,27.34582218257508,Unkown,White shark,January,F,M
5408,1910,USA,Hawaii,"Hilo, Hawai'i",non representative,27.34582218257508,Unkown,Shark involvement prior to death unconfirmed,Unkown,N,M
5409,1910,PHILIPPINES,Luzon Island,"Polinao Point, Manila",swimming,27.34582218257508,Unkown,6 m [20'] shark,Unkown,N,M
5410,Reported 26-Nov-1909,USA,Florida,"16 miles north of Fort Pierce Inlet, Indian River County ",non representative,27.34582218257508,Unkown,White shark,November,N,M
5411,Reported 15-Dec-1909,AUSTRALIA,New South Wales,20 miles off Sydney,boating,27.34582218257508,Unkown,White shark,December,F,M
5412,05-Dec-1909,AUSTRALIA,New South Wales,Bondi,non representative,27.34582218257508,Unkown,7' shark,December,N,M
5413,14-Nov-1909 to 19-Nov-1909,INDONESIA,30 nm from Singapore,Rhio Strait,non representative,27.34582218257508,Unkown,White shark,November,F,M
5414,Reported 04-Sep-1909,USA,Delaware,"Lewes, Sussex County",non representative,27.34582218257508,Unkown,5' shark,September,N,M
5415,13-Aug-1909,USA,Florida,"Pensacola Bay, Escambia County",non representative,27.34582218257508,Unkown,White shark,August,F,M
5416,24-Jul-1909,USA,New York,Rockaway,non representative,27.34582218257508,afternoon,White shark,July,N,M
5417,15-Jul-1909,USA,Florida,"Panama City, Bay County",swimming,16,Unkown,White shark,July,N,M
5418,Reported 26-Jun-1909,MEXICO,Guerrero,Zacatula,non representative,27.34582218257508,Unkown,White shark,June,F,F
5419,26-Jun-1909,SOUTH AFRICA,Western Cape Province,Cape Town,non representative,27.34582218257508,Unkown,18-foot shark,June,F,M
5420,18-Jun-1909,AUSTRALIA,Queensland,"Middleton Reef, 300 nm from Brisbane",non representative,27.34582218257508,Unkown,White shark,June,F,M
5421,Reported 27-Apr-1909,SPAIN,Andalucia,"Puente Mayorga, San Roque, Cádiz",non representative,27.34582218257508,Unkown,White shark,April,N,M
5422,10-Apr-1909,USA,Hawaii,"Pa'uwela, Maui",non representative,19,Unkown,Questionable,April,N,F
5423,Reported 09-Apr-1909,TUNISIA,Sfax,Unkown,non representative,27.34582218257508,Unkown,White shark,April,F,M
5424,06-Mar-1909,SOUTH AFRICA,South Atlantic Ocean,Possession Island,non representative,27.34582218257508,Unkown,White shark,March,F,F
5425,17-Jan-1909,Unkown,Unkown,Near the equator,non representative,36,Unkown,Questionable,January,N,M
5426,Jan-1909,ITALY,Sicily,"Off Capo San Croce, near Augusta (Catania)",non representative,27.34582218257508,Unkown,Shark involvement prior to death was not confirmed,January,N,M
5427,1909,AUSTRALIA,New South Wales,Woy Woy,non representative,27.34582218257508,Unkown,White shark,Unkown,N,M
5428,31-Dec-1908,SOUTH AFRICA,Western Cape Province,Stilbaai,swimming,16,Unkown,White shark,December,F,M
5429,Reported 16-Dec-1908,MEXICO,Quintana Roo,Unkown,non representative,27.34582218257508,Unkown,White shark,December,F,M
5430,   21-Sep-1908,AUSTRALIA,Torres Strait,Thursday Island,non representative,27.34582218257508,Unkown,Remains recovered from 3 sharks,September,F,M
5431,05-Sep-1908,USA,California,"Redondo, Los Angeles County",non representative,27.34582218257508,Unkown,White shark,September,N,M
5432,Reported 28-Aug-1908,SPAIN,Galicia,Cape Finisterre,non representative,27.34582218257508,Unkown,White shark,August,F,M
5433,Reported 18-Jul-1908,SPAIN,Canary Islands,"Tazacorte, La Palma",non representative,27.34582218257508,Unkown,Questionable,July,N,M
5434,Reported 08-Jul-1908,CROATIA,Adriatic Sea,Medola,boating,27.34582218257508,Unkown,"Species unknown, possible white shark",July,F,F
5435,18-Jun-1908,EGYPT,Gulf of Suez,Off Ras Gharib,non representative,27.34582218257508,Unkown,White shark,June,F,M
5436,08-Jun-1908,USA,Georgia,Unkown,non representative,27.34582218257508,Unkown,White shark,June,F,M
5437,Reported 02-Jun-1908,PAPUA NEW GUINEA,New Britain,Matupi,non representative,27.34582218257508,Unkown,Allegedly a 33-foot shark,June,F,Unkown
5438,13-May-1908,INDONESIA,Java,Jakarta Harbor,non representative,27.34582218257508,Unkown,White shark,May,F,F
5439,10-May-1908,USA,Florida," Marathon, Monroe County",non representative,27.34582218257508,Unkown,Questionable,May,N,M
5440,08-Jan-1908,USA,Hawaii,"Mana, Kaua'i",non representative,27.34582218257508,Unkown,White shark,January,F,M
5441,21-Dec-1907,AUSTRALIA,New South Wales,"Middle Harbour, Sugarloaf Bay, Sydney (Estuary)",non representative,27.34582218257508,Unkown,Bull shark,December,F,M
5442,Reported 18-Oct-1907,AUSTRALIA,Torres Strait,Near Thursday Island,non representative,27.34582218257508,Unkown,White shark,october,F,M
5443,Reported 16-Oct-1907,CHINA,Hong Kong,"Sharp Peak, Sai Kung Peninsula, New Territories",non representative,27.34582218257508,Unkown,Shark involvement probable,october,N,M
5444,Reported 16-Oct-1907,CHINA,Hong Kong,"Sharp Peak, Sai Kung Peninsula, New Territories",non representative,27.34582218257508,Unkown,Shark involvement probable,october,F,M
5445,14-Oct-1907,AUSTRALIA,New South Wales,"Merewether Beach, near Newcastle",non representative,27.34582218257508,morning,White shark,october,N,M
5446,12-Oct-1907,HAITI,Tiburon Peninsula,Aux Cayes (now Les Cayes),non representative,27.34582218257508,Unkown,Invalid,october,N,M
5447,08-Oct-1907,USA,Hawaii," Kalepolepo, Kihei, Maui",non representative,27.34582218257508,morning,White shark,october,N,M
5448,Reported 19-Sep-1907,ENGLAND,English Channel,Unkown,swimming,27.34582218257508,Unkown,Questionable,September,N,M
5449,11-Sep-1907,CROATIA," Split-Dalmatia Count,","Sucurja, Hvar Island,",swimming,27.34582218257508,Unkown,White shark,September,F,F
5450,Reported 12-Aug-1907,CROATIA, Primorje-Gorski Kotar County,Krk Island,swimming,27.34582218257508,Unkown,White shark,August,F,F
5451,Reported 12-Aug-1907,CROATIA, Primorje-Gorski Kotar County,Krk Island,swimming,27.34582218257508,Unkown,White shark,August,F,M
5452,Reported 08-Aug-1907,USA,New Jersey,Lower Delaware Bay,fishing,27.34582218257508,Unkown,White shark,August,N,M
5453,Reported 14-Jul-1907,CROATIA," Split-Dalmatia Count,","Su?uraj, Hvar Island",swimming,27.34582218257508,Unkown,White shark,July,F,F
5454,Reported 04-Jul-1907,AUSTRALIA,Queensland,Karra Garra,non representative,27.34582218257508,Unkown,Questionable,July,N,M
5455,Jul-1907,USA,South Carolina,Small creek near Coles Island,non representative,27.34582218257508,Unkown,1.5 m [5'] shark,July,N,M
5456,20-Apr-1907,MEXICO,Oaxaca,Salina Cruz,non representative,27.34582218257508,Unkown,White shark,April,N,M
5457,26-Mar-1907,USA,Florida,"Garden Key, Charlotte County",non representative,27.34582218257508,Unkown,White shark,March,F,M
5458,07-Mar-1907,MALTA,Harare Province,Marsaskala,non representative,27.34582218257508,Unkown,"White shark, 6 m ",March,F,M
5459,09-Feb-1907,PHILIPPINES,Luzon Island,Manila Bay,non representative,27.34582218257508,Unkown,White shark,February,N,M
5460,05-Feb-1907,NEW ZEALAND,South Island,Port Moeraki,walking,55,Unkown,White shark,February,F,M
5461,03-Feb-1907,AUSTRALIA,Queensland,Ross Creek,non representative,18,morning,White shark,February,F,M
5462,1907,VIETNAM,Khánh Hòa Province,Nha Trang,non representative,20,Unkown,White shark,Unkown,N,M
5463,1907,USA,Hawaii,"Pepe'ekeo, Honomu, Hawai'i",non representative,27.34582218257508,Unkown,White shark,Unkown,F,M
5464,16-Nov-1906,JAMAICA,Westmoreland Parish,Cabaritta River mouth,non representative,27.34582218257508,Unkown,White shark,November,N,M
5465,Reported 10-Oct-1906,USA,Hawaii,Unkown,non representative,27.34582218257508,Unkown,White shark,october,N,M
5466,Reported 10-Oct-1906,USA,Hawaii,Unkown,swimming,27.34582218257508,Unkown,White shark,october,F,M
5467,Reported 10-Oct-1906,USA,Hawaii,Unkown,non representative,27.34582218257508,Unkown,White shark,october,N,M
5468,Reported 10-Oct-1906,USA,Hawaii,Unkown,swimming,27.34582218257508,Unkown,White shark,october,F,M
5469,Reported 27-Sep-1906,INDONESIA,Java,Lorok Bay,swimming,27.34582218257508,Unkown,White shark,September,N,M
5470,Reported 27-Sep-1906,INDONESIA,Java,Lorok Bay,swimming,27.34582218257508,Unkown,White shark,September,F,M
5471,Reported 05-Sep-1906,AUSTRALIA,Torres Strait,Mabiuag,swimming,27.34582218257508,Unkown,White shark,September,F,M
5472,Sep-1906,USA,California,"Avalon, Los Angeles County",non representative,27.34582218257508,Unkown,"Shortfin mako shark, 175-lb ",September,N,M
5473,20-Aug-1906,YEMEN ,Aden,Unkown,non representative,27.34582218257508,Unkown,White shark,August,N,M
5474,04-Aug-1906,USA,Maryland,"Tangier Sound, Somerset County",boating,27.34582218257508,Unkown,Remains recovered 5 days later,August,F,M
5475,Reported 05-Jul-1906,USA,Mississippi,"Bay St. Louis, Hancock County",swimming,27.34582218257508,Unkown,Fishermen recovered partial remains from shark a week later,July,F,M
5476,Jul-1906,MOZAMBIQUE,Maputo Province,Lourenco Marques,non representative,27.34582218257508,Unkown,Questionable,July,N,M
5477,Reported 27-Apr-1906,INDONESIA,Maluku Province,Aru Islands,non representative,27.34582218257508,Unkown,White shark,April,F,M
5478,16-Apr-1906,AUSTRALIA,Victoria,Western Port Bay,non representative,27.34582218257508,Unkown,13' shark,April,N,M
5479,14-Apr-1906,AUSTRALIA,Queensland,Lizard Island,non representative,17,Unkown,White shark,April,F,M
5480,Reported 10-April 1906,INDONESIA,Unkown,40 miles from Tahane Island,non representative,27.34582218257508,Unkown,White shark,April,F,M
5481,Reported 02-April 1906,AUSTRALIA,New South Wales,Moodie Beach,non representative,18,Unkown,Questionable,April,N,M
5482,Reported 14-Feb-1906,NEW ZEALAND,North Island,Mototapu Island,swimming,27.34582218257508,Unkown,Questionable,February,N,M
5483,28-Jan-1906,AUSTRALIA,New South Wales,Georges River,non representative,31 or 33,Unkown,White shark,January,F,M
5484,20-Jan-1906,SOUTH AFRICA,KwaZulu-Natal,"Battery Beach, Durban",non representative,30,afternoon,1.8 m to 2.7 m [6' to 9'] shark,January,F,M
5485,31-Dec-1905,SOUTH AFRICA,KwaZulu-Natal,"Back Beach, Durban",non representative,27.34582218257508,morning,2.4 m [8'] shark,December,F,M
5486,29-Dec-1905,AUSTRALIA,Western Australia,Geraldton,non representative,27.34582218257508,Unkown,Shark involvement not confirmed,December,N,M
5487,29-Sep-1905,AUSTRALIA,New South Wales,"Waverly, Sydney",swimming,27.34582218257508,Unkown,White shark,September,F,M
5488,Reported 06-Sep-1905,USA,Florida,"Fort Pierce, St Lucie County",non representative,27.34582218257508,Unkown,White shark,September,N,M
5489,24-Aug-1905,EGYPT,Suez Canal,Port Said,non representative,27.34582218257508,Unkown,"Tiger shark, 3.9 m",August,N,M
5490,Late Aug-1905,USA,New Jersey,"Atlantic City, Atlantic County",non representative,27.34582218257508,Unkown,White shark,August,N,M
5491,Aug-1905,PHILIPPINES,Luzon Island,Manila Bay,non representative,21,Unkown,White shark,August,N,M
5492,29-Jul-1905,USA,North Carolina,"Davis Shore, east of Beaufor, Carteret Countyt",fishing,16,afternoon,White shark,July,F,M
5493,Reported 25-Jul-1905,ITALY,Unkown,Naples,non representative,8,Unkown,Shark involvement prior to death was not confirmed,July,N,M
5494,10-Jul-1905,INDONESIA, Nusa Tenggara,Off Rakit Island,non representative,27.34582218257508,Unkown,White shark,July,F,M
5495,Jul-1905,USA,North Carolina,"Ocracoke, Hyde County",non representative,27.34582218257508,Unkown,White shark,July,F,M
5496,22-May-1905,USA,Florida,"Pablo Beach, Jacksonville, Duval County",swimming,27.34582218257508,Unkown,White shark,May,N,M
5497,06-Apr-1905,SOUTH AFRICA,KwaZulu-Natal,"Back Beach, Durban",swimming,26,afternoon,White shark,April,F,M
5498,26-Mar-1905,AUSTRALIA,New South Wales,Lismore,non representative,40,morning,5' shark,March,N,M
5499,25-Mar-1905,AUSTRALIA,Tasmania,Bridport,non representative,27.34582218257508,Unkown,Questionable,March,N,M
5500,10-Feb-1905,AUSTRALIA,Victoria,Elwood,non representative,23,Unkown,Questionable,February,N,M
5501,01-Jan-1905,AUSTRALIA,Victoria,Elwood,non representative,39,Unkown,Invalid,January,N,M
5502,1905,USA,North Carolina,"Cape Lookout, Carteret County",non representative,27.34582218257508,Unkown,20' shark,Unkown,N,M
5503,02-Nov-1904,PHILIPPINES,Luzon Island,"Inner Harbor, Olongapo",non representative,27.34582218257508,Unkown,White shark,November,N,M
5504,Reported 11-Oct-1904,INDIAN OCEAN,Between Noumea & Sydney,Unkown,boating,27.34582218257508,Unkown,White shark,october,F,M
5505,Sep-1904,CUBA,Havana Province,Havana Harbor,non representative,27.34582218257508,Unkown,White shark,September,F,M
5506,Aug-1904,CUBA,Villa Clara Province,Caibarien Harbor,non representative,27.34582218257508,Unkown,White shark,August,F,M
5507,28-Jul-1904,USA,New Jersey,"Shrewsbury River,  Monmouth County",boating,27.34582218257508,Unkown,White shark,July,N,M
5508,27-Jul-1904,USA,Texas,Unkown,swimming,27.34582218257508,Unkown,White shark,July,F,M
5509,Reported 01-Jul-1904,ITALY,Ancona Province,Ancona,swimming,27.34582218257508,Unkown,White shark,July,F,M
5510,07-Feb-1904,AUSTRALIA,Queensland,Brisbane,non representative,27.34582218257508,Unkown,White shark,February,F,M
5511,04-Feb-1904,NEW ZEALAND,North Island,Waitara,swimming,30,Unkown,White shark,February,F,M
5512,23-Jan-1904,NEW CALEDONIA,South Province,Noumea,non representative,27.34582218257508,Unkown,White shark,January,F,M
5513,1904,REUNION ISLAND,Unkown,Swimming off the British steamer Troutpool,swimming,16,Unkown,White shark,Unkown,F,M
5514,1904,USA,Unkown,Unkown,non representative,27.34582218257508,Unkown,Questionable,Unkown,N,M
5515,1904,PHILIPPINES,Quezon,Tayabas,non representative,27.34582218257508,Unkown,White shark,Unkown,N,M
5516,1904,USA,Hawaii,"Off Diamond Head, Honolulu, O'ahu",swimming,27.34582218257508,Unkown,White shark,Unkown,F,M
5517,04-Oct-1903,CUBA,Havana Province,Havana Harbor,boating,27.34582218257508,Unkown,White shark,october,F,M
5518,Reported 16-Sep-1903,USA,New Jersey,"Atlantic City, Atlantic County",non representative,27.34582218257508,Unkown,9' shark,September,N,M
5519,July-1903 ,FALKLAND ISLANDS,Unkown,Unkown,non representative,28,Unkown,White shark,July,N,M
5520,21-Jun-1903,AUSTRALIA,New South Wales,Georges River,swimming,27.34582218257508,Unkown,White shark,June,F,M
5521,04-May-1903,MEXICO,Veracruz,Coatzacoalcos,non representative,27.34582218257508,Unkown,White shark,May,F,M
5522,Reported 20-Mar-1903,AUSTRALIA,New South Wales,Sydney,non representative,27.34582218257508,Unkown,White shark,March,F,M
5523,12-Mar-1903,AUSTRALIA,Queensland,Logan River,swimming,27.34582218257508,Unkown,White shark,March,F,M
5524,  10-Jan-1903,AUSTRALIA,New South Wales,"Lane Cove River, Sydney Harbor (Estuary)",non representative,27.34582218257508,Unkown,Bull shark,January,F,M
5525,Summer of 1903,CRETE,Unkown,Unkown,diving,27.34582218257508,Unkown,White shark,Unkown,F,M
5526,Ca. 1903,USA,Hawaii,"Koko Head, south side of O'ahu Island",non representative,27.34582218257508,Unkown,White shark,Unkown,F,M
5527,Reported 22-Dec-1902,NICARAGUA,Rio San Juan,Greytown,swimming,30,evening,White shark,December,F,M
5528,10-Nov-1902,AUSTRALIA,New South Wales,"Middle Harbour, Sydney ",swimming,17,afternoon,White shark,November,F,M
5529,Reported 01-Nov-1902,USA,Texas,"Near Port Lavaca, Calhoun County",non representative,27.34582218257508,Unkown,White shark,November,N,M
5530,Reported 29-Aug-1902,ITALY,Calabria,Nicotera,swimming,27.34582218257508,Unkown,White shark,August,F,M
5531,Reported 24-Aug-1902,CROATIA,Istria County,Porec,non representative,27.34582218257508,Unkown,White shark,August,N,M
5532,08-Aug-1902,USA,Hawaii,"Kalihi, O'ahu",non representative,27.34582218257508,Unkown,White shark,August,F,M
5533,15-Jul-1902,ITALY,Liguria,"Galliera dock, Genoa",non representative,27.34582218257508,Unkown,White shark,July,N,M
5534,06-Jul-1902,USA,New Jersey,"Atlantic City, Atlantic County",swimming,27.34582218257508,Unkown,White shark,July,N,M
5535,02-Jun-1902,PHILIPPINES,Zamboanga del Sur Province,"Near mouth of River Cumalarang, 5 miles from Port Isabela, Basilan Island",non representative,27.34582218257508,Unkown,White shark,June,N,M
5536,Jun-1902,EGYPT,Mediterranean Sea,"Tzortzou Reef, Marsa Matruh",diving,27.34582218257508,Unkown,White shark,June,N,M
5537,Apr-1902,SOUTH AFRICA,Eastern Cape Province,Algoa Bay,swimming,27.34582218257508,Unkown,Questionable,April,N,M
